State,Year,1Ai: Poverty rate,1Aii: Income of bottom 20%,1Bi: Unemployment rate,1Bii: Labor participation rate,1Biii: Perceived job availability,1Ci: Access to basic needs,1Ciia: Mobile phone subscriptions,1Ciib: Broadband internet subscriptions,1Ciii: Literacy Rate,1Di: Business startup costs,1Dii: Time to start a business,1Diii: Perceived climate for new businesses,2Ai: Life expectancy at birth,2Aii: Life expectancy at age 60,2Aiii: Infant mortality rate,2Aiv: Undernourishment,2Bi: Suicide rate,2Bii: Positive experience,2Biii: Suffering,2Ci: Air quality,2Cii: Water quality,2Ciii: Sanitation,3Ai: Political Rights,3Aii: Expression of political views without fear,3B: Civil liberties,3C: Religious freedom,3D: Economic freedom,3E: Perceived Freedom,4Ai: Civic engagement,4Aiia: Importance of Religion,4Aiib: Religious attendance,4Bia: Marriage Rate,4Bib: Self-Reported Marriage,4Biia: Divorce Rate,4Biib: Self-Reported Divorce,4Biii: Children Living with Biological Parents,4Biv: Time spent with friends and family,5Ai: GDP per capita,5Aiia: Perceived personal living standard,5Aiib: Perceived national living standard,5Bi: GDP per capita growth,5Biia: Perceived improvement in personal living standard,5Biib: Perceived improvement in national living standard,6A: Violence and ethnic warfare,6B: Human rights violations,6C: Law and Order,6D: Trust in national institutions,6E: Corruption in business and government,6F: Bureaucracy quality
France,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
France,1954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
France,1955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1960.0,,,,,,,0.0,,,,,,69.86829268292679,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1961.0,,,,,,,,,,,,,70.1170731707317,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1962.0,,,,,,,,,,,,,70.31463414634149,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
France,1963.0,,,,,,,,,,,,,70.51463414634149,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1964.0,,,,,,,,,,,,,70.66341463414629,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1965.0,,,,,,,0.0,,,,,,70.8121951219512,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1966.0,,,,,,,,,,,,,70.9609756097561,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1967.0,,,,,,,,,,,,,71.1609756097561,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1968.0,,,,,,,,,,,,,71.30975609756099,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
France,1969.0,,,,,,,,,,,,,71.4585365853659,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1970.0,,,,,,,0.0,,,,,,71.65853658536591,,15.1,,,,,,,,,,,,6.628201163525992,,,,,,,,,,,,,,,,,0.0,,,,,
France,1971.0,,,,,,,,,,,,,71.9073170731707,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1972.0,,,,,,,,,,,,,72.1073170731707,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1973.0,,,,,,,,,,,,,72.35609756097558,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1974.0,,,,,,,,,,,,,72.60487804878049,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1975.0,,,,,,,0.0,,,,,,72.85365853658541,,12.4,,,,,,,,,,,,5.934201355248159,,,,,,,,,,,,,,,,,0.0,,,,,
France,1976.0,,,,,,,0.0,,,,,,73.10243902439029,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1977.0,,,,,,,0.0,,,,,,73.35121951219509,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1978.0,,,,,,,0.0,,,,,,73.60243902439029,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1979.0,,,,,,,0.0,,,,,,73.85121951219509,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
France,1980.0,,,6.400000095367429,,,,0.0,,,,,,74.05121951219509,,10.2,,,,,,,,,,,,6.086100717471577,,,,,,,,,,,9.915563542819111,,,,,,0.0,,,,,
France,1981.0,,,7.400000095367429,,,,0.0,,,,,,74.3,,9.8,,,,,,,,,,,2.0,,,,,,,,,,,,9.920235554545718,,,,,,0.0,8.0,,,,
France,1982.0,,,8.10000038146973,,,,0.0,,,,,,74.5,,9.5,,18.0,,,,,,,,,2.0,,,,,,,,,,,,9.93852522050066,,,,,,0.0,7.0,,,,
France,1983.0,,,7.900000095367429,,,,0.0,,,,,,74.8,,9.2,,18.6,,,,,,,,,2.0,,,,,,,,,,,,9.944817014364126,,,0.009798854623884969,,,0.0,7.0,,,,
France,1984.0,,,9.5,,,,0.0,,,,,,75.0,,8.8,,18.9,,,,,,,,,2.0,,,,,,,,,,,,9.953615395128157,,,0.01118874451377616,,,0.0,7.0,,,,
France,1985.0,,,10.3000001907349,,,,0.0,,,,,,75.3,,8.5,,19.3,,,,,,,,,2.0,5.9868168657772625,,,,,,,,,,,9.963670570360634,,,0.008417008780895241,,,0.0,6.0,,,,
France,1986.0,,,10.1999998092651,,,,0.0162932343131736,,,,,,75.6,,8.3,,19.5,,,,,,,,,2.0,,,,,,,,,,,,9.980187856014735,,,0.011860059877553342,,,0.0,7.0,,,,
France,1987.0,,,10.6999998092651,,,,0.0702225722989654,,,,,,75.8,,8.1,,18.5,,,,,,,,,2.0,,,,,,,,,,,,9.998075131279798,,,0.014930271445367184,,,0.0,6.0,,,,
France,1988.0,,,10.1999998092651,,,,0.17508379475660998,,,,,,76.1,,7.9,,17.5,,,,,,,,,2.0,,,,,,,,,,,,10.038124980502145,,,0.025128670301996392,,,0.0,5.0,,,,
France,1989.0,,,9.60000038146973,,,,0.31606790548868,,,,,,76.3487804878049,,7.7,,17.5,,,,,,,,,2.0,,,,,,,,,,,,10.073803295034214,,,0.03169713106875771,,,0.0,5.0,,,,
France,1990.0,,,9.39999961853027,55.2000007629395,,,0.499398147641984,,,,,,76.6,22.0,7.4,,16.8,,,,,,1.0,,2.0,2.0,7.069010969187774,,,,,,,,,,,10.094592967740855,,,0.0326957457582191,,,0.0,5.0,,,,
France,1991.0,,,9.10000038146973,54.7999992370605,,,0.658402318826249,,,,,,76.8487804878049,,7.1,5.0,16.9,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,10.10240372942514,,,0.021657439955883984,,,0.0,7.0,,,,
France,1992.0,,,10.1999998092651,55.0,,,0.7636001612600442,,,,,,77.1,,6.7,,17.0,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,10.11209747490348,,,0.012846543498697072,,,0.0,8.0,,,,
France,1993.0,,,11.3000001907349,55.0999984741211,,,0.99630324467924,,,,,,77.3,,6.3,,17.9,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,10.101063145598427,,,0.0021590533588331517,,,0.0,6.0,,,,
France,1994.0,,,12.6000003814697,55.0999984741211,,,1.5322172359897699,,,,,,77.64878048780491,,5.8,,17.4,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,10.119560715272359,,,0.005735379955657649,,,0.0,8.0,,,,
France,1995.0,,9061.382633474384,11.8000001907349,55.2000007629395,,,2.25171965784613,,,,,,77.75121951219509,,5.3,,16.8,,,,,,1.0,,2.0,1.0,7.018804935413729,,,,,,,,,,,10.136209886438639,,,0.008069857690013782,,,0.0,8.0,,,,
France,1996.0,,9125.726290297323,12.3999996185303,55.5999984741211,,,4.24182410665827,,,,,,77.95365853658541,,5.0,,16.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,10.1432856592344,,,0.014173678639802791,,,0.0,8.0,,,1.25722450689941,1.41722592743611
France,1997.0,,9292.073873402556,12.6000003814697,55.2000007629395,,,9.98328156864635,,,,,,78.3048780487805,,4.8,,15.6,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,10.161349934568067,,,0.014027210645684018,,,0.0,8.0,,,,
France,1998.0,,9570.644338249302,12.1000003814697,55.2000007629395,,,19.163829242881,0.0230169041245082,,,,,78.45609756097559,,4.6,,14.8,,,,,,1.0,,2.0,1.0,,,,,,4.6,,2.0,,,,10.190888701645035,,,0.018393383959824927,,,0.0,6.0,,,1.4041486779021002,1.57786988145386
France,1999.0,,9834.999702777923,12.0,55.4000015258789,,,36.4815770376323,0.0936145163911529,,,,,78.6073170731707,,4.5,,14.4,,,,,,1.0,,2.0,1.0,,,,,,4.9,,1.99,,,,10.218135591096168,,,0.025263832763470658,,,0.0,6.0,,,,
France,2000.0,,10127.350381572762,10.1999998092651,55.2999992370605,,,49.2014308070267,0.332952314307418,,,,,78.9585365853659,24.0,4.4,5.0,15.0,,,93.125263283861,100.0,100.0,1.0,,2.0,1.0,7.31,,,,,5.1,,1.94,,,,10.24742789198073,,,0.029108251985642705,,,0.0,6.0,,,1.35724146515568,1.72304240890926
France,2001.0,,10238.51752490611,8.60000038146973,55.0,,,62.2949174551176,1.0127844888898498,,,,,79.0585365853659,,4.3,,14.5,,,93.125263283861,100.0,100.0,1.0,,2.0,1.0,6.96999999990465,,,,,4.9,,1.9,,78.5,,10.258345005648353,,,0.022740137506074287,,,0.0,7.0,,,,
France,2002.0,,10258.796864949943,8.699999809265138,55.0999984741211,,,64.5514056814599,2.7687377421664796,,,,,79.2609756097561,,4.2,,14.6,,,93.125263283861,100.0,100.0,1.0,,1.0,1.0,7.139999999799886,,,,,4.7,,,,,,10.260323737717824,,,0.014162060665905196,,,0.0,7.0,,,1.23912167057306,1.60105112658719
France,2003.0,,10278.027680591847,8.60000038146973,55.9000015258789,,,69.2909749726355,5.9307920372836,,1.3,41.0,,79.2634146341464,,4.0,,14.8,,,94.3361995517836,100.0,100.0,1.0,,1.0,1.0,7.379999999689798,,,,,4.5792198074,,2.0771039574000003,,70.9,,10.26219655123095,,,0.0049350237307754785,,,0.0,5.0,,,1.3394184385550802,1.72319249720689
France,2004.0,,10462.31440045358,9.19999980926514,55.7000007629395,,,73.50896437562899,10.8273816469615,,1.1,7.0,,80.16341463414629,,3.9,,14.5,,,96.1308776826807,100.0,100.0,1.0,,1.0,1.0,7.390109588629235,,,,,4.478614598,,2.1656965375999997,,75.3,,10.279967865631598,,,0.007233657405737448,,,0.0,6.0,,,1.3437281786134299,1.81469041460619
France,2005.0,,10573.455514546959,8.89999961853027,55.9000015258789,,,78.8373025825446,15.527118881202801,,1.2,7.0,,80.1146341463415,,3.8,5.0,14.1,,,97.0344634404759,100.0,100.0,1.0,,1.0,1.0,7.380027583632742,,,,,4.5298610263,,2.4922982132,,73.0,,10.290534833108046,,,0.010121241896120958,,,0.0,7.0,,,1.35013266708961,1.7067140823150602
France,2006.0,,10759.065194188852,8.80000019073486,55.7999992370605,,72.3,84.1701347215817,20.7093527630759,,1.1,7.0,,80.51463414634149,,3.7,,13.6,72.6,1.5,96.9237847820347,100.0,100.0,1.0,,1.0,1.0,7.380027583531784,88.0,,,17.0,4.3561335945,48.0,2.2152290535,8.0,,,10.307936842572042,78.0,18.0,0.015363588661899684,32.0,13.0,0.0,7.0,78.1,53.6,1.45572484427478,1.5854840283067302
France,2007.0,,10937.115860347432,8.0,55.9000015258789,,67.9,89.65659116143541,25.5083052126538,,1.1,7.0,66.0,80.81463414634149,,3.6,,13.0,72.3,4.5,96.87370833588508,100.0,100.0,1.0,,1.0,1.0,7.581943522785979,77.0,39.2,,17.0,4.3300385407999995,47.0,,8.0,,6.7,10.324350299203296,77.0,24.0,0.01490411953948856,36.0,15.0,0.0,7.0,75.0,53.9,1.44200710397717,1.4759007793632701
France,2008.0,,10867.425956969168,7.400000095367429,56.0,,70.6,93.35504274481221,28.712488997102103,,1.0,6.5,71.0,80.86829268292679,,3.6,5.0,13.3,71.4,1.6,96.86319105100479,100.0,100.0,1.0,28.0,1.0,1.0,7.491081349976413,82.0,31.6,0.25,19.0,4.1530947658,46.0,2.0766998702,6.0,,,10.317958040080239,75.0,18.0,0.009182976156646427,27.0,13.0,0.0,6.0,78.0,63.1,1.3784498414440602,1.5810793417840099
France,2009.0,,10471.443976204986,9.10000038146973,56.2000007629395,,73.5,92.75076199335828,31.7912933300899,,0.9,6.5,69.0,81.0682926829268,,3.5,,,72.7,5.6,99.5323216826986,100.0,100.0,1.0,25.0,1.0,1.0,7.4708897559404805,79.0,26.9,0.3,20.0,3.914376747,44.0,2.0370643262,6.0,71.0,,10.280840100436828,72.0,6.0,-0.008991579165941843,21.0,11.0,0.0,7.0,74.1,60.1,1.41740423417615,1.4931978088678999
France,2010.0,,10598.283598661237,9.30000019073486,56.2000007629395,31.0,72.1,92.0327568129205,33.9829182680157,,0.9,6.5,67.0,81.36829268292679,,3.5,,,75.9,4.2,99.5323216826986,100.0,100.0,1.0,17.0,1.0,1.0,7.491081349774223,84.0,30.9,0.25,21.0,3.8967022410000003,42.0,2.0776884579,5.0,,6.4,10.292880232828203,82.0,,-0.010435193727449056,33.0,10.0,0.0,7.0,75.6,59.2,1.43597486457122,1.44744011204727
France,2011.0,,10756.79727843757,9.19999980926514,56.0,27.0,70.5,94.7566778222579,36.0375094252131,,0.9,6.5,,81.6682926829268,25.0,3.4,5.0,,73.8,3.7,,,,1.0,,1.0,0.0,7.450698161804406,90.0,33.9,0.27,,3.6511995050999997,47.0,2.0507702213999996,6.0,,,10.307726029200044,79.0,,-0.0034048605643731693,32.0,,0.0,7.0,74.9,59.7,1.52199274830003,1.3723982170621398
France,2012.0,,10705.05673453173,9.89999961853027,56.0999984741211,25.0,70.2,98.1439989617033,37.7573894528325,,0.9,6.5,,,,3.4,,,72.2,4.1,,,,1.0,,1.0,,,83.0,28.1,0.29,,3.6975154788999998,47.0,,6.0,,,10.30290439131973,83.0,,0.0073818763300566035,25.0,9.0,0.0,,74.5,58.7,1.4222253187664597,1.32926204982009
France,2013.0,,,,,,,,,,0.9,6.5,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,
French Guiana,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,0.95,,,,,,,,,,,,,,,
French Guiana,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,0.9,,,,,,,,,,,,,,,
French Guiana,2000.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,3.2,,0.9,,,,,,,,,,,,,,,
French Guiana,2001.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,3.2,,0.71,,,,,,,,,,,,,,,
French Guiana,2002.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
French Guiana,2003.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.8039343394,,,,,,,,,,,,,,,,,
French Guiana,2004.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.8788736607,,,,,,,,,,,,,,,,,
French Guiana,2005.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.9800447006999997,,,,,,,,,,,,,,,,,
French Guiana,2006.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,3.192893401,,,,,,,,,,,,,,,,,
French Guiana,2007.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,3.1241217799000003,,,,,,,,,,,,,,,,,
French Guiana,2008.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.823055102,,,,,,,,,,,,,,,,,
French Guiana,2009.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.721979427,,,,,,,,,,,,,,,,,
French Guiana,2010.0,,,,,,,,,,,,,,,,,,,,100.0,35.344679978946,32.0604043927506,,,,,,,,,,2.5212527285,,,,,,,,,,,,,,,,,
French Polynesia,1960.0,,,,,,,0.0,,,,,,56.357048780487794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1961.0,,,,,,,,,,,,,56.784634146341496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1962.0,,,,,,,,,,,,,57.1706585365854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1963.0,,,,,,,,,,,,,57.54607317073171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1964.0,,,,,,,,,,,,,57.9298780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1965.0,,,,,,,0.0,,,,,,58.3311951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1966.0,,,,,,,,,,,,,58.7461219512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1967.0,,,,,,,,,,,,,59.1568048780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1968.0,,,,,,,,,,,,,59.5493170731707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1969.0,,,,,,,,,,,,,59.925146341463396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1970.0,,,,,,,0.0,,,,,,60.280243902439004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1971.0,,,,,,,,,,,,,60.613048780487794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1972.0,,,,,,,,,,,,,60.92892682926829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1973.0,,,,,,,,,,,,,61.2391951219512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1974.0,,,,,,,,,,,,,61.557243902439005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1975.0,,,,,,,0.0,,,,,,61.910365853658504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1976.0,,,,,,,0.0,,,,,,62.328878048780496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1977.0,,,,,,,0.0,,,,,,62.824268292682895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1978.0,,,,,,,0.0,,,,,,63.3955853658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1979.0,,,,,,,0.0,,,,,,64.0324634146342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1980.0,,,,,,,0.0,,,,,,64.7055609756098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1981.0,,,,,,,0.0,,,,,,65.3776097560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1982.0,,,,,,,0.0,,,,,,66.0093902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1983.0,,,,,,,0.0,,,,,,66.5726341463415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1984.0,,,,,,,0.0,,,,,,67.0545365853659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1985.0,,,,,,,0.0,,,,,,67.4518780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1986.0,,,,,,,0.0,,,,,,67.7743902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1987.0,,,,,,,0.0,,,,,,68.04995121951221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1988.0,,,9.69999980926514,,,,0.0,,,,,,68.3073414634146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1989.0,,,,,,,0.0,,,,,,68.56173170731711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1990.0,,,,61.0999984741211,,,0.0,,,,,,68.8286097560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1991.0,,,,60.7999992370605,,,0.0,,,,,,69.1207804878049,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1992.0,,,,60.5999984741211,,,0.0,,,,,,69.4403414634146,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1993.0,,,,60.4000015258789,,,0.0,,,,,,69.78456097560979,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1994.0,,,,60.0999984741211,,,0.0,,,,,,70.15492682926829,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1995.0,,,,59.7999992370605,,,0.532905772991409,,,,,,70.54421951219508,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1996.0,,,12.8999996185303,59.5,,,1.23494358955726,,,,,,70.9433658536585,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1997.0,,,,59.4000015258789,,,2.41557505107559,,,,,,71.3390487804878,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1998.0,,,,59.2999992370605,,,4.8260905611966605,,,,,,71.7238048780488,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,1999.0,,,,59.0999984741211,,,9.39014781700152,,,,,,72.0933902439024,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2000.0,,,,58.7999992370605,,,16.7902439845479,,,,,,72.45,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2001.0,,,,58.5,,,27.873496570690197,0.0103541963486962,,,,,72.8006829268293,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2002.0,,,14.8000001907349,58.2000007629395,,,21.3265306122449,0.0130612244897959,,,,,73.1526341463415,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2003.0,,,,57.7000007629395,,,24.199036065019303,0.380903296464364,,,,,73.51056097560979,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.2648845687,,,,,,,,,,,,,,,,,
French Polynesia,2004.0,,,,57.2000007629395,,,38.1524667954312,1.80866537902091,,,,,73.8703170731707,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,
French Polynesia,2005.0,,,,56.7000007629395,,,47.0828265390199,4.31592576607682,,,,,74.2266829268293,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.1936758893,,,,,,,,,,,,,,,,,
French Polynesia,2006.0,,,,56.4000015258789,,,58.887567362340604,7.06418357424289,,,,,74.5699512195122,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.387197502,,,,,,,,,,,,,,,,,
French Polynesia,2007.0,,,11.6999998092651,56.0,,,66.9027530658708,9.03020911056266,,,,,74.8909756097561,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.4427304281,,,,,,,,,,,,,,,,,
French Polynesia,2008.0,,,,55.9000015258789,,,70.74366544316379,10.4600043093509,,,,,75.1851707317073,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.491040793,,,,,,,,,,,,,,,,,
French Polynesia,2009.0,,,,55.7999992370605,,,77.8007732969722,11.218409697965901,,,,,75.4519756097561,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.6307460437,,,,,,,,,,,,,,,,,
French Polynesia,2010.0,,,,55.7000007629395,,,79.7336425817317,11.9096334815559,,,,,75.69339024390241,,,5.0,,,,,100.0,76.1953716125265,,,,,,,,,,4.9534450651999995,,,,,,,,,,,,,,,,,
French Polynesia,2011.0,,,,55.7999992370605,,,81.389963364344,13.1493880055666,,,,,75.9160243902439,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2012.0,,,,55.7999992370605,,,81.6677567746295,14.5267425767261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,1960.0,,,,,,,0.0,,,,,,39.5578048780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1961.0,,,,,,,,,,,,,39.9152195121951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1962.0,,,,,,,,,,,,,40.3596341463415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1963.0,,,,,,,,,,,,,40.90958536585371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1964.0,,,,,,,,,,,,,41.5685365853659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1965.0,,,,,,,0.0,,,,,,42.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1966.0,,,,,,,,,,,,,43.1589756097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1967.0,,,,,,,,,,,,,44.030951219512204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1968.0,,,,,,,,,,,,,44.909926829268294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1969.0,,,,,,,,,,,,,45.778414634146394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Gabon,1970.0,,,,,,,0.0,,,,,,46.625390243902395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
